,name,nalog_id,project_name,service,is_funded,msp,msk_inno,skolk_inno,nav_stat,inno_comp,start_up,B2B2C,B2G,B2C,B2B,NoneType,P2P,Энергетика,Спорт,HealthTech,Безопасность,Медиа и коммуникации,Недвижимость и строительство,Консалтинг,"ИТ, разработка ПО",Услуги для населения,HRTech,Промышленность и Индустрия 4.0,Космос,EdTech,Транспорт и логистика,Мода,Игры,Экология,FoodTech,Телекоммуникации,Развлечения,BioTech,Туризм,Маркетинг и реклама,FinTech,RetailTech и E-commerce,Страхование,Transport & Logistics,E-commerce,Consumer Goods & Services,SportTech,Business Software,SafetyTech,Travel,SpaceTech,RetailTech,LegalTech,FashionTech,IndustrialTech,Advertising & Marketing,Gaming,CleanTech,Healthcare,Entertainment,InsuranceTech,AgroTech,PropTech,Telecom,Мedia & Communication,Cybersecurity,Нейротехнологии,Беспилотники,Блокчейн,Компьютерное зрение,AR/VR,Зеленые технологии,Биометрия,3D моделирование,Новые и портативные источники энергии,Аддитивные технологии,Нанотехнологии,Биотехнологии,Искусственный интеллект и машинное обучение,Новые материалы,Робототехника,Интернет вещей,ЮЛ Малое,ЮЛ Среднее,ИП Микро,ИП Малое,ЮЛ Микро,"Технопарк ""Строгино""","Технопарк ""Физтехпарк""","Технопарк ""ИТЭЛМА""","Технопарк ""Курчатовский институт""","Технопарк ""Центр хайтек инноваций ""РИКОР""","Технопарк ""Нагатино""","Технопарк ""Радиофизика""","Технопарк ""Связь инжиниринг""","Технопарк ""Фотоника""","Технопарк ""Мосгормаш""","Технопарк ""Отрадное""","Технопарк ""НИИ Точных приборов""","Технопарк ""Водный стадион""","Технопарк ""ЦНИИТМАШ""","Технопарк ""МЗТА""","Технопарк ""Научный парк МГУ""","Технополис ""Москва""","Технопарк ""Сколково""","Технопарк ""НИИССУ""","Технопарк ""ВТИ""","Технопарк ""ЭЛМА""","Технопарк ""Полюс""","Технопарк ""Сапфир""","Технопарк ""Слава""",Наименование стартапа,ИНН,Стадия стартапа,Сфера стартапа,Технология,Пользователь,Частный фонд,"Частный фонд_сумма, долл",Государственный фонд,"Государственный фонд_сумма, долл",Акселератор,"Акселератор_сумма, долл",Корпоративный инвестор,"Корпоративный инвестор_сумма, долл",Корпоративный фонд,"Корпоративный фонд_сумма, долл"
35,ООО «НПО БМГ»,6685023448,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Биомикрогели,6685023448,Раннийрост,CleanTech,,B2B,None,0,Свердловский венчурный фонд (СВФ),397104.1940312185,None,0,None,0,None,0
36,"ООО ""УБИРАТОР""",9715317764,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ubirator,9715317764,Раннийрост,CleanTech,,"B2B,B2G",None,0,Moscow Seed Fund,194688.38177612913,None,0,None,0,None,0
37,"ООО ""БОЛЬШАЯ ТРОЙКА""",7716668049,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Большая тройка
Не инвестиция и не выход. Просто покупка компании",7716668049,Расширение,CleanTech,,"B2B,B2G",None,0,None,0,None,0,Ростелеком,0,None,0
38,"ООО ""УЭЙСТАУТ""",5904323910,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wasteout,5904323910,Посевная,CleanTech,,B2B,ФРИИ,39828.9,None,0,None,0,None,0,None,0
39,"ООО ""КРАКК""",9731019758,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cracc,9731019758,Посевная,FinTech,"Биометрия, Блокчейн",B2B,ITI Funds,н.д.,None,0,None,0,None,0,None,0
40,"ООО ""ДОМИЛЕНД""",7731363059,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Домиленд
Не VC",7731363059,Раннийрост,PropTech,,"B2B,B2C",None,0,None,0,None,0,ВТБ,н.д.,None,0
41,"АО ""МОБИЛЬНЫЕ ВИДЕОРЕШЕНИЯ""",7717670869,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ivideon,7717670869,Расширение,SafetyTech,Компьютерное зрение,"B2B,B2C,B2G",None,0,"Skolkovo Ventures, Rusnano Sistema Sicar  ",8000000,None,0,None,0,None,0
42,"ООО ""УМНЫЙ ЖИТЕЛЬ""",7728357263,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Smart Resident,7728357263,Раннийрост,PropTech,,"B2B2C,B2B,B2G",None,0,None,0,None,0,Цифровые технологии,79299.9401285452,None,0
43,"АО ""СОФТЛАЙН ТРЕЙД""",7736227885,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Softline Не венчур и инвестиции в белорусс представительство,7736227885,Раннийрост,BusinessSoftware,,B2B,Зубр Капитал (иностранный),10000000,None,0,None,0,None,0,None,0
44,"АО ""ГРУППА Т-1""",7727048336,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T-One Group,7727048336,Раннийрост,Transport&Logistics,Интернет вещей,"B2B,B2G",None,0,None,0,None,0,None,0,Softline Venture Partners,н.д.
45,"ООО ""АКТУМ""",7707401916,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTUM,7707401916,Посевная,HRTech,,B2B,None,0,None,0,None,0,Лаборатории институционального проектного инжиниринга,3213837,None,0
46,"ООО ""ХЭППИЛЕНД. ТЕРРИТОРИЯ КРЕДИТНЫХ РЕШЕНИЙ""",7714375576,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HappyLend
M&A",7714375576,nan,FinTech,,B2B,None,0,None,0,None,0,Mandarin,н.д.,None,0
47,"ООО ""АМБЕРДАТА""",7703096683,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmberData,7703096683,Раннийрост,Advertising&Marketing,BigData ,B2B,None,0,None,0,None,0,Холдинг «Национальная медиа группа»,1000000,None,0
48,"ООО ""ИНФОРМАЦИОННОЕ АГЕНТСТВО ""БАНКИ.РУ""",7723527345,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Банки.ру,7723527345,Раннийрост,FinTech,,B2C,None,0,None,0,None,0,Finam Global,н.д.,None,0
49,"ООО ""БАРТЕЛЛО""",7716908540,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bartello,7716908540,Посевная,FoodTech,,"B2B,B2C",None,0,None,0,None,0,None,0,QIWI Ventures,93945.08283607679
50,"ООО ""ББСИТ""",5029236720,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bbsit,5029236720,Посевная,ConsumerGoods&Services,,B2C,None,0,None,0,ФРИИ,37987.859080237955,None,0,None,0
51,"ООО ""БИНО СИ ЭКС""",9701082953,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BINO,9701082953,Посевная,RetailTech,,B2B,None,0,None,0,Starta Ventures,150000,None,0,None,0
52,"ООО ""СМАРТВЭЙ""",7714379242,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Smartway,7714379242,Раннийрост,Travel,,B2B,None,0,None,0,None,0,1С,2654956.538361467,None,0
53,"ООО ""СВИТКЛАБ""",9721065811,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SweetClub,9721065811,Посевная,E-commerce,,"B2B2C,B2B",None,0,None,0,ФРИИ,16714.6579953047,None,0,None,0
54,"ООО ""УАЙКЛАЕНТС""",7708274185,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YCLIENTS ,7708274185,Расширение,BusinessSoftware,,B2B,"Эльбрус Капитал, Guard Capital",10000000,None,0,None,0,None,0,None,0
55,"ООО ""АЙРО""",7703821839,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airo,7703821839,Раннийрост,ConsumerGoods&Services,,B2C,None,0,None,0,None,0,None,0,Венчурный фонд МТС,806533
56,"ООО ""СЕМАНТИК ХАБ""",9710003595,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Semantic Hub,9710003595,Раннийрост,Healthcare,Искусственный интеллект и машинное обучение,B2B,ФРИИ,201299.3875466134,None,0,None,0,None,0,None,0
57,"ООО ""АТЛАС""",7703802963,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Онко-Атлас,7703802963,Раннийрост,Healthcare,Биотехнологии,B2B2C,None,0,VEB Ventures,779191.2306702136,None,0,None,0,None,0
58,"ООО ""ГЕНОТЕК""",7728760803,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Genotek,7728760803,Посевная,Healthcare,"Биотехнологии, Искусственный интеллект и машинное обучение","B2B,B2C",RuStarsVentures,250000,None,0,None,0,None,0,None,0
59,"ООО ""ДОММАР""",7709951104,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3D Smile,7709951104,Расширение,Healthcare,"Искусственный интеллект и машинное обучение, Аддитивные технологии, 3D моделирование",B2B2C,"XTX Ventures, One Way Ventures",2550000,None,0,None,0,None,0,None,0
60,"ООО ""ХЬЮМАНЧЕК""",7734414216,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HumanCheck,7734414216,Раннийрост,Healthcare,BigData,B2B2C,ТилТех Капитал,92176.80124991744,None,0,None,0,None,0,None,0
61,"ООО ""МЭЙЛ.РУ ГРУП""",7714789489,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mail.ru Group,7714789489,Расширение,Мedia&Communication,,"B2B,B2C",None,0,None,0,None,0,Мегафон,740000000,None,0
62,"ООО ""ТЕЛЕМЕД""",7709465136,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Телемед,7709465136,Раннийрост,Healthcare,,B2C,None,0,None,0,None,0,None,0,None,0
63,"ООО ""КОД БЕЗОПАСНОСТИ""",7715719244,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Код Безопасности,7715719244,Расширение,Cybersecurity,,"B2B,B2C,B2G",None,0,None,0,None,0,None,0,None,0
64,"ООО ""СОЛАР СЕКЬЮРИТИ""",7718099790,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Solar Security,7718099790,Расширение,Cybersecurity,,"B2B,B2G",None,0,None,0,None,0,Ростелеком,24103781,None,0
65,"ООО ""СКИЛБОКС""",9701078611,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Skillbox
Не выход",9701078611,Расширение,EdTech,,"B2B,B2C",None,0,None,0,None,0,Mail.ru Group,500000,None,0
66,"ООО ""ИНТЕРНЕТ ШКОЛА""",7724715856,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teachbase,7724715856,Посевная,EdTech,,B2B,Amalthea Capital ,88000,Moscow Seed Fund,200000,None,0,None,0,None,0
67,"ООО ""ПОЛИВЕРСИТЕТ-ЗИЛЛИОН""",7707389218,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Almamat,7707389218,Посевная,EdTech,,B2C,None,0,None,0,None,0,None,0,None,0
68,"ООО ""ЦОО НЕТОЛОГИЯ-ГРУПП""",7715964180,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Нетология
Похожа на M&A",7715964180,Расширение,EdTech,,"B2B,B2C",None,0,None,0,None,0,TalentTech, н.д.,None,0
69,"АНО ""УМНАЗИЯ""",7702420552,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Умназия,7702420552,Посевная,EdTech,,B2C,None,0,None,0,None,0,None,0,None,0
70,"ООО ""ПРОКТОР""",7720335860,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ProctorEdu,7720335860,Раннийрост,EdTech,"Компьютерное зрение, Биометрия",B2B,None,0,None,0,None,0,None,0,Softline Venture Partners,304936.1539927577
71,"ООО ""ОТУС ОНЛАЙН-ОБРАЗОВАНИЕ""",9705100963,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otus Нет данных, что была инвестиция",9705100963,Посевная,EdTech,,B2C,None,0,None,0,None,0,None,0,None,0
72,"ООО ""ВЕБ ЛОГИСТИКА""",7734370287,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deliver,7734370287,Раннийрост,Transport&Logistics,,B2B,None,0,None,0,None,0,None,0,None,0
